"verb","noun","plural","provenance","kind","obs"
"testemunhar","testemunha","testemunhas",NA,"agent",""
"testemunhar","testamento","testamentos","nomlex",NA,""
"testemunhar","testemunho","testemunhos","nomlex",NA,""
"tintar","tintura",NA,"openWordnet-PT",NA,NA
"tirar","tiragem","tiragens","nomage: tirage",NA,""
"titular","titular",NA,"dhbb",NA,NA
"titular","título",NA,"dhbb",NA,NA
"tolerar","tolerante","tolerantes",NA,"agent",""
"tolerar","tolerância","tolerâncias","nomlex",NA,""
"tonsar","tonsura",NA,"openWordnet-PT",NA,NA
"tontear","tontura",NA,"openWordnet-PT",NA,NA
"torcer","torcedura",NA,"openWordnet-PT",NA,NA
"torturar","tortura",NA,"openWordnet-PT",NA,NA
"totalizar","total","totais","nomlex",NA,""
"trabalhar","trabalhador","trabalhadores","nomlex","agent",""
"trabalhar","trabalho","trabalhos","nomlex",NA,""
"traduzir","tradutor","tradutores","enwiktionary:pt","agent",""
"traduzir","tradução","traduções","nomlex",NA,""
"trair","traidor","traidores","enwiktionary:pt","agent",""
"trair","traição","traições","nomlex",NA,""
"transar","transação","transações","nomlex",NA,""
"transferir","transferidor",NA,NA,"agent",""
"transferir","transferência","transferências","nomlex","lex",""
"transformar","transformador","transformadores",NA,"agent",""
"transformar","transformação","transformações","nomlex",NA,""
"transfuse","transfusão","transfusions","nomlex",NA,""
"transitar","transição","transições","nomage: passage",NA,""
"transladar","translação","translações","framenet",NA,""
"transmitir","transmissor","transmissores",NA,"agent",""
"transmitir","transmissão","transmissões","nomlex",NA,""
"transmudar","transmutação","transmutações","framenet",NA,""
"transmutar","transmutação","transmutações","nomlex",NA,""
"transpirar","transpiração","transpirações","framenet",NA,""
"transportar","transportador","transportadores",NA,"agent",""
"transportar","transporte","transportes","nomlex",NA,""
"trapacear","trapaceiro","trapaceiros",NA,"agent",""
"trapacear","trapaça","trapaças","nomlex",NA,""
"tratar","tratante",NA,NA,"agent",""
"tratar","tratamento","tratamentos","nomlex","lex",""
"travar","travo","travos","enwiktionary:en",NA,""
"treinar","treinador","treinadores","","agent",""
"treinar","treinamento","treinamentos","framenet",NA,""
"treinar","treino","treinos","enwiktionary:en",NA,""
"tremer","tremedor",NA,NA,"agent",""
"tremer","tremor","tremores","framenet",NA,""
"tremer","tremura",NA,"openWordnet-PT",NA,NA
"triplicar","triplicação","triplicações","nomage: triplement",NA,""
"trocar","trocador",NA,NA,"agent",""
"trocar","troca","trocas","framenet","lex",""
"trocar","trocado","trocados","framenet",NA,""
"trocar","troco","trocos","framenet",NA,""
"ulular","ululo","ululos","enwiktionary:en",NA,""
"unificar","unificador","unificadores",NA,"agent",""
"unificar","unificação","unificações","nomlex",NA,""
"unir","união",NA,"dhbb",NA,NA
"urbanizar","urbanista","urbanistas",NA,"agent",""
"urbanizar","urbanização","urbanizações","nomlex",NA,""
"usar","usuário","usuários","nomlex","agent",""
"usar","uso","usos","nomlex",NA,""
"usurpar","usurpador",NA,NA,"agent",""
"usurpar","usurpação","usurpações","nomlex",NA,""
"utilizar","utilização","utilizações","nomlex",NA,""
"vagar","vaga","vagas","enwiktionary:en",NA,""
"valer","vale","vales","enwiktionary:en",NA,""
"valer","valia","valias","nomlex",NA,""
"valorar","valor",NA,"dhbb",NA,NA
"vandalizar","vândalo","vândalos","","agent",""
"vandalizar","vandalismo","vandalismos","enwiktionary:pt",NA,""
"variar","variante","variantes","framenet","agent; lex",""
"variar","variação","variações","nomlex",NA,""
"varrer","varredura",NA,"openWordnet-PT",NA,NA
"vencer","vencedor","vencedores","nomlex","agent",""
"vender","vendedor","vendedores","nomlex","agent",""
"vender","venda","vendas","nomlex",NA,""
"ventilar","ventilador",NA,NA,"agent",""
"ventilar","ventilação","ventilações","nomlex","lex",""
"ver","vidente","videntes",NA,"agent",""
"ver","visão","visões","nomlex",NA,""
"ver","vista","vistas","nomlex",NA,""
"verificar","verificação","verificações","nomlex",NA,""
"verter","versão","versões","nomlex",NA,""
"vestir","vestuário","vestuários","nomage: habillement",NA,""
"vestir","vestidura",NA,"openWordnet-PT",NA,NA
"viajar","viagem",NA,"dhbb",NA,NA
"vigilar","vigilante","vigilantes",NA,"agent",""
"vigilar","vigilância","vigilâncias","nomage: surveillance",NA,""
"vindicar","vindicância","vindicâncias","nomlex",NA,""
"vindimar","vidimador","vindimadores","","agent",""
"vindimar","vindima","vindimas","enwiktionary:en",NA,""
"vingar","vingança","vinganças","framenet",NA,""
"violar","violador","violadores","","agent",""
"violar","violação","violações","nomlex",NA,""
"virar","virada","viradas","framenet",NA,""
"visitar","visitante","visitantes","nomlex","agent",""
"visitar","visita","visitas","nomlex",NA,""
"vistoriar","vistoriador","vistoriadores",NA,"agent",""
"vistoriar","vistoria","vistorias","nomlex",NA,""
"viver","vivente","viventes","enwiktionary:en","agent",""
"viver","vida",NA,"dhbb",NA,NA
"voar","voo","voos","nomlex",NA,""
"voltar","volta","voltas","nomlex",NA,""
"votar","voto",NA,"dhbb",NA,NA
"votar","votação",NA,"dhbb",NA,NA
"vulgarizar","vulgarização","vulgarizações","nomage: vulgarisation",NA,""
"wikificar","wikificação","wikificações","enwiktionary:pt",NA,""
"zombar","zombaria","zombarias","nomlex",NA,""
"andar","andada",NA,NA,"",NA
"tacar","tacada",NA,NA,"lex, event",NA
"sacar","sacada",NA,NA,"",NA
"calçar","calçada",NA,NA,"y, lex",NA
"rajar","rajada",NA,NA,"",NA
"tomar","tomada",NA,NA,"lex, event",NA
"espetar","espetada",NA,NA,"",NA
"barricar","barricada",NA,NA,"",NA
"escalar","escalada",NA,NA,"",NA
"rir","risada",NA,NA,"",NA
"jogar","jogada",NA,NA,"",NA
"torrar","torrada",NA,NA,"",NA
"bofetar","bofetada",NA,NA,"",NA
"piar","piada",NA,NA,"lex, event",NA
"ensear","enseada",NA,NA,"",NA
"pegar","pegada",NA,NA,"",NA
"parar","parada",NA,NA,"",NA
"gear","geada",NA,NA,"",NA
"caminhar","caminhada",NA,NA,"",NA
"estacar","estacada",NA,NA,"",NA
"incorporar","incorporada",NA,NA,"",NA
"picar","picada",NA,NA,"",NA
"doirar","doirada",NA,NA,"",NA
"consoar","consoada",NA,NA,"",NA
"paletar","paletada",NA,NA,"",NA
"madrugar","Madrugada",NA,NA,"",NA
"nadar","nadada",NA,NA,"",NA
"chumbar","chumbada",NA,NA,"",NA
"porrar","porrada",NA,NA,"",NA
"comemorar","comemorada",NA,NA,"",NA
"caçar","caçada",NA,NA,"",NA
"formalizar","formalizada",NA,NA,"",NA
"fixar","fixada",NA,NA,"",NA
"morar","morada",NA,NA,"lex",NA
"olhar","olhada",NA,NA,"",NA
"salgar","salgada",NA,NA,"",NA
"procurar","procurada",NA,NA,"",NA
"domesticar","domesticada",NA,NA,"",NA
"criar","criada",NA,NA,"lex",NA
"chocar","chocada",NA,NA,"",NA
"isolar","isolada",NA,NA,"",NA
"cansar","cansada",NA,NA,"",NA
"usar","usada",NA,NA,"",NA
"dilapidar","dilapidada",NA,NA,"",NA
"elaborar","elaborada",NA,NA,"",NA
"excitar","excitada",NA,NA,"",NA
"complicar","complicada",NA,NA,"",NA
"delegar","delegada",NA,NA,"",NA
"pesar","pesada",NA,NA,"",NA
"caçoar","caçoada",NA,NA,"",NA
"coordenar","coordenada",NA,NA,"event, lex",NA
"queixar","queixada",NA,NA,"",NA
"ordenar","ordenada",NA,NA,"",NA
"alegar","alegada",NA,NA,"",NA
"detalhar","detalhada",NA,NA,"",NA
"viciar","viciada",NA,NA,"",NA
"amotinar","motinada",NA,NA,"",NA
"saraivar","saraivada",NA,NA,"",NA
"acusar","acusada",NA,NA,"",NA
"emboscar","emboscada",NA,NA,"",NA
"arrancar","arrancada",NA,NA,"",NA
"enterrar","Enterrada",NA,NA,"",NA
"rodar","rodada",NA,NA,"",NA
"apanhar","apanhada",NA,NA,"",NA
"coalhar","coalhada",NA,NA,"",NA
"chupar","chupada",NA,NA,"",NA
"gargalhar","gargalhada",NA,NA,"",NA
"trepar","trepada",NA,NA,"",NA
"cavalgar","cavalgada",NA,NA,"",NA
"mirar","mirada",NA,NA,"",NA
"dourar","dourada",NA,NA,"",NA
"brigar","brigada",NA,NA,"lex",NA
"toar","toada",NA,NA,"",NA
"mascarar","mascarada",NA,NA,"",NA
"fritar","fritada",NA,NA,"",NA
"abastecer","abastecimento",NA,NA,"",NA
"abater","abatimento",NA,NA,"",NA
"abolir","abolimento",NA,NA,"",NA
"aborrecer","aborrecimento",NA,NA,"",NA
"abortar","abortamento",NA,NA,"",NA
"acarretar","acarretamento",NA,NA,"",NA
"acasalar","acasalamento",NA,NA,"",NA
"acolher","acolhimento",NA,NA,"",NA
"acostar","acostamento",NA,NA,"",NA
"adestrar","adestramento",NA,NA,"",NA
"adornar","adornamento",NA,NA,"",NA
"aflorar","Afloramento",NA,NA,"",NA
"agachar","agachamento",NA,NA,"",NA
"alçar","alçamento",NA,NA,"",NA
"alhear","alheamento",NA,NA,"",NA
"alimentar","alimento",NA,NA,"lex",NA
"alistar","alistamento",NA,NA,"",NA
"amaciar","amaciamento",NA,NA,"",NA
"amadurecer","amadurecimento",NA,NA,"",NA
"andar","andamento",NA,NA,"",NA
"apodrecer","apodrecimento",NA,NA,"",NA
"apontar","apontamento",NA,NA,"lex",NA
"provisionar","aprovisionamento",NA,NA,"",NA
"arejar","arejamento",NA,NA,"",NA
"armamentar","armamento",NA,NA,"",NA
"arredondar","arredondamento",NA,NA,"",NA
"arrefecer","arrefecimento",NA,NA,"",NA
"arrendar","arrendamento",NA,NA,"",NA
"assessorar","assessoramento",NA,NA,"",NA
"atolar","atolamento",NA,NA,"",NA
"atrever","atrevimento",NA,NA,"",NA
"branquear","branqueamento",NA,NA,"",NA
"cair","caimento",NA,NA,"lex",NA
"calçar","calçamento",NA,NA,"yes, lex",NA
"completar","complemento",NA,NA,"",NA
"congestionar","congestionamento",NA,NA,"",NA
"coroar","coroamento",NA,NA,"",NA
"cortar","cortamento",NA,NA,"",NA
"cortejar","cortejamento",NA,NA,"",NA
"cruzar","cruzamento",NA,NA,"",NA
"cumprimentar","cumprimento",NA,NA,"",NA
"dedilhar","dedilhamento",NA,NA,"",NA
"deletar","deletamento",NA,NA,"",NA
"derreter","derretimento",NA,NA,"",NA
"desabar","desabamento",NA,NA,"",NA
"desalinhar","desalinhamento",NA,NA,"",NA
"desbridar","desbridamento",NA,NA,"",NA
"descobrir","descobrimento",NA,NA,"",NA
"desencantar","desencantamento",NA,NA,"",NA
"desfalecer","desfalecimento",NA,NA,"",NA
"desfigurar","desfiguramento",NA,NA,"",NA
"desmatar","desmatamento",NA,NA,"",NA
"desmoronar","desmoronamento",NA,NA,"",NA
"discernir","discernimento",NA,NA,"",NA
"doutorar","doutoramento",NA,NA,"",NA
"embaçar","embaçamento",NA,NA,"",NA
"embelezar","embelezamento",NA,NA,"",NA
"embevecer","embevecimento",NA,NA,"",NA
"enaltecer","enaltecimento",NA,NA,"",NA
"encabeçar","encabeçamento",NA,NA,"",NA
"encanar","encanamento",NA,NA,"",NA
"encapsular","encapsulamento",NA,NA,"",NA
"encarcerar","encarceramento",NA,NA,"",NA
"encepar","encepamento",NA,NA,"",NA
"encher","enchimento",NA,NA,"",NA
"encolher","encolhimento",NA,NA,"",NA
"encurtar","encurtamento",NA,NA,"",NA
"endividar","endividamento",NA,NA,"",NA
"enfraquecer","enfraquecimento",NA,NA,"",NA
"enfrentar","enfrentamento",NA,NA,"",NA
"engatinhars","engatinhamento",NA,NA,"",NA
"engrandecer","engrandecimento",NA,NA,"",NA
"entrelaçar","entrelaçamento",NA,NA,"",NA
"envenenar","envenenamento",NA,NA,"",NA
"escapar","escapamento",NA,NA,"",NA
"esclarecer","esclarecimento",NA,NA,"",NA
"escoar","escoamento",NA,NA,"",NA
"esfacelar","esfacelamento",NA,NA,"",NA
"esfriar","esfriamento",NA,NA,"",NA
"espaçar","espaçamento",NA,NA,"",NA
"espalhar","espalhamento",NA,NA,"",NA
"espessar","espessamento",NA,NA,"",NA
"esquentar","esquentamento",NA,NA,"",NA
"estacionar","estacionamento",NA,NA,"",NA
"estancar","estancamento",NA,NA,"",NA
"estirar","estiramento",NA,NA,"",NA
"estrangular","estrangulamento",NA,NA,"",NA
"estreitar","estreitamento",NA,NA,"",NA
"excitar","excitamento",NA,NA,"",NA
"excretar","excremento",NA,NA,"",NA
"ferir","ferimento",NA,NA,"",NA
"fermentar","fermento",NA,NA,"",NA
"filar","filamento",NA,NA,"lex",NA
"fingir","fingimento",NA,NA,"",NA
"firmar","firmamento",NA,NA,"lex",NA
"florestar","florestamento",NA,NA,"",NA
"forjar","forjamento",NA,NA,"",NA
"fundamentar","fundamento",NA,NA,"",NA
"gerenciar","gerenciamento",NA,NA,"",NA
"iluminar","iluminamento",NA,NA,"",NA
"implementar","implemento",NA,NA,"",NA
"inchar","inchamento",NA,NA,"",NA
"incrementar","incremento",NA,NA,"",NA
"lamentar","lamento",NA,NA,"",NA
"levantar","levantamento",NA,NA,"",NA
"mandar","mandamento",NA,NA,"lex",NA
"medicar","medicamento",NA,NA,"",NA
"merecer","merecimento",NA,NA,"",NA
"nascer","nascimento",NA,NA,"",NA
"ornar","ornamento",NA,NA,"",NA
"ostentar","ostentamento",NA,NA,"",NA
"passar","passamento",NA,NA,"",NA
"piscar","piscamento",NA,NA,"",NA
"polir","polimento",NA,NA,"",NA
"posicionar","posicionamento",NA,NA,"",NA
"pressentir","pressentimento",NA,NA,"",NA
"processar","processamento",NA,NA,"",NA
"prosseguir","prosseguimento",NA,NA,"",NA
"racionar","racionamento",NA,NA,"",NA
"rastejar","rastejamento",NA,NA,"",NA
"rastrear","rastreamento",NA,NA,"",NA
"reaquecer","reaquecimento",NA,NA,"",NA
"receber","recebimento",NA,NA,"",NA
"recensear","recenseamento",NA,NA,"",NA
"reflorestar","reflorestamento",NA,NA,"",NA
"reger","regimento",NA,NA,"lex",NA
"regular","regulamento",NA,NA,"",NA
"relacionar","relacionamento",NA,NA,"",NA
"render","rendimento",NA,NA,"",NA
"resentir","resentimento",NA,NA,"",NA
"revestir","revestimento",NA,NA,"",NA
"salvar","salvamento",NA,NA,"",NA
"sangrar","sangramento",NA,NA,"",NA
"sedimentar","sedimento",NA,NA,"",NA
"segmentar","segmento",NA,NA,"",NA
"sentir","sentimento",NA,NA,"",NA
"sepultar","sepultamento",NA,NA,"",NA
"sortir","sortimento",NA,NA,"lex",NA
"tingir","tingimento",NA,NA,"",NA
"vazar","vazamento",NA,NA,"",NA
"vencer","vencimento",NA,NA,"",NA
"xingar","xingamento",NA,NA,"",NA
